country,price
Estonia,79.12833333333333
Ireland,92.89500000000002
Germany,93.3713541666667
Switzerland,91.39625
Belgium,89.45541666666668
Bulgaria,97.14041666666668
Montenegro,74.91624999999999
Serbia,83.92916666666667
Czech Republic,97.45166666666665
Finland,22.929166666666664
